,Title,Body,Id,Len_tags,New_len_tags,Tags,Title_bow_lem,Text_bow_lem,Length_bow_title,Length_bow_text,Text_Title
37325,Remove ActiveRecord in Rails 3,"<p>Now that Rails 3 beta is out, I thought I'd have a look at rewriting an app I have just started work on in Rails 3 beta, both to get a feel for it and get a bit of a head-start. The app uses MongoDB and MongoMapper for all of its models and therefore has no need for ActiveRecord. In the previous version, I am unloading activerecord in the following way:</p>

<pre><code>config.frameworks -= [ :active_record ]    # inside environment.rb
</code></pre>

<p>In the latest version this does not work - it just throws an error:</p>

<pre><code>/Library/Ruby/Gems/1.8/gems/railties-3.0.0.beta/lib/rails/configuration.rb:126:in
  `frameworks': config.frameworks in no longer supported. See the generated 
  config/boot.rb for steps on how to limit the frameworks that will be loaded 
  (RuntimeError)
 from *snip*
</code></pre>

<p>Of course, I have looked at the boot.rb as it suggested, but as far as I can see, there is no clue here as to how I might go about unloading AR. The reason I need to do this is because not only is it silly to be loading something I don't want, but it is complaining about its inability to make a DB connection even when I try to run a generator for a controller. This is because I've wiped <code>database.yml</code> and replaced it with connection details for MongoDB in order to use <a href=""http://gist.github.com/232953"" rel=""noreferrer"">this gist</a> for using database.yml for MongoDB connection details. Not sure why it needs to be able to initiate a DB connection at all just to generate a controller anyway....</p>

<p>Is anyone aware of the correct Rails 3 way of doing this?</p>
",2212709,2,1,['ruby-on-rails'],activerecord rail,app work rail feel bit head app mongodb mongomapper model need activerecord version activerecord way version error course boot clue reason don inability db connection generator controller connection detail mongodb order database yml mongodb connection detail db connection controller rail way,2,41,activerecord rail app work rail feel bit head app mongodb mongomapper model need activerecord version activerecord way version error course boot clue reason don inability db connection generator controller connection detail mongodb order database yml mongodb connection detail db connection controller rail way
3528,jQuery find and replace string,"<p>I have somewhere on website a specific text, let's say ""lollypops"", and I want to replace all the occurrences of this string with ""marshmellows"". The problem is that I don't know where exactly the text is. I know I could do something like:</p>

<pre><code>$(body).html($(body).html().replace('lollypops', 'marshmellows'));
</code></pre>

<p>This would probably work, but I need to rewrite as little HTML as I can, so I'm thinking something like:</p>

<ol>
<li>search for the string</li>
<li>find the closest parent element</li>
<li>rewrite only the closest parent element</li>
<li>replace this even in attributes, but not all, for example replace it in <code>class</code>, but not in <code>src</code></li>
</ol>

<p>In example, I would have structure like this</p>

<pre><code>&lt;body&gt;
    &lt;div&gt;
        &lt;div&gt;
            &lt;p&gt;
               &lt;h1&gt;
                 &lt;a&gt;lollypops&lt;/a&gt;
               &lt;/h1&gt;
            &lt;/p&gt;
            &lt;span&gt;lollypops&lt;/span&gt;
        &lt;/div&gt;
    &lt;/div&gt;
    &lt;p&gt;
       &lt;span class=""lollypops""&gt;Hello, World!&lt;/span&gt;
       &lt;img src=""/lollypops.jpg"" alt=""Cool image"" /&gt;
    &lt;/p&gt;
&lt;body&gt;
</code></pre>

<p>In this example, every occurrence of ""lollypops"" would be replaced, only <code>&lt;img src=""...</code> would remain the same and the only elements that would actually be manipulated would be <code>&lt;a&gt;</code> and both <code>&lt;span&gt;</code>s.<br />
Does anybody know how to do this?</p>
",5115152,3,2,"['javascript', 'jquery']",jquery string,website text lollypop occurrence string marshmellow problem don text html search stringfind parent elementrewrite parent attribute example example structure thisin example occurrence lollypop element,2,24,jquery string website text lollypop occurrence string marshmellow problem don text html search stringfind parent elementrewrite parent attribute example example structure thisin example occurrence lollypop element
282,"Javascript prototype operator performance: saves memory, but is it faster?","<p>I read <a href=""http://www.crockford.com/javascript/private.html"" rel=""noreferrer"">here (Douglas Crockford)</a> using prototype operator to add methods to Javascript classes <strong>saves also memory</strong>.</p>

<p>Then I read in <a href=""http://ejohn.org/blog/simple-class-instantiation/#postcomment"" rel=""noreferrer"">this John Resig's article</a> <em>""Instantiating a function with a bunch of prototype properties is <strong>very, very, fast</strong>""</em>, but is he talking about using prototype in the standard way, or is he talking about his specific example in his article?</p>

<p>For example, is creating this object:</p>

<pre><code>function Class1()
{
   this.showMsg = function(string) { alert(string); }
}
var c = new Class1();
c.showMsg();
</code></pre>

<p><strong>slower than</strong> creating this object, then?</p>

<pre><code>function Class1() {}
Class1.prototype.showMsg = function(string) { alert(string); }
var c = new Class1();
c.showMsg();
</code></pre>

<p>P.S. </p>

<p>I know prototype is used to create inheritance and singleton object etc. But this question does not have anyhting to do with these subjects.</p>

<hr>

<p>EDIT: to whom it might be interested also in <strong>performance comparison between a JS object and a JS static objet</strong> can read <a href=""https://stackoverflow.com/questions/3493252/javascript-prototype-operator-performance-saves-memory-but-is-it-faster/4041582#4041582"">this answer below</a>. <strong>Static object are definitely faster</strong>, obviously they can be usued only when you don't need more than one instance of the object.</p>
",3493252,3,1,['javascript'],javascript prototype operator performance memory,prototype operator method javascript class memory function bunch prototype property prototype way example article example object object prototype inheritance singleton object etc question subject edit performance comparison js object js objet object instance object,5,34,javascript prototype operator performance memory prototype operator method javascript class memory function bunch prototype property prototype way example article example object object prototype inheritance singleton object etc question subject edit performance comparison js object js objet object instance object
25874,Where is localhost folder located in Mac or Mac OS X?,"<p>I just started developing PHP projects on my mac (using PDT) and was wondering where localhost is located? How does Mac OS X serve websites, I haven't changed any settings during the installation of PDT.</p>
",5365055,3,1,['php'],localhost folder mac mac os,php project mac pdt localhost website haven setting installation pdt,5,10,localhost folder mac mac os php project mac pdt localhost website haven setting installation pdt
9629,How to import or include data structures (e.g. a dict) into a Python file from a separate file,"<p>I know I can include Python code from a common file using <code>import MyModuleName</code> - but how do I go about importing just a dict?</p>

<p>The problem I'm trying to solve is I have a dict that needs to be in a file in an editable location, while the actual script is in another file. The dict might also be edited by hand, by a non-programmer.</p>

<p><strong>script.py</strong></p>

<pre><code>airportName = 'BRISTOL'
myAirportCode = airportCode[airportName]
</code></pre>

<p><strong>myDict.py</strong></p>

<pre><code>airportCode = {'ABERDEEN': 'ABZ', 'BELFAST INTERNATIONAL': 'BFS', 'BIRMINGHAM INTERNATIONAL': 'BHX', 'BIRMINGHAM INTL': 'BHX', 'BOURNMOUTH': 'BOH', 'BRISTOL': 'BRS'}
</code></pre>

<p>How do I access the <code>airportCode</code> dict from within <strong>script.py</strong>?</p>
",2132985,3,1,['python'],import datum structure python file,python code file problem dict file location script file dict hand programmer script pymydict dict script py,5,17,import datum structure python file python code file problem dict file location script file dict hand programmer script pymydict dict script py
31216,How to select rows that have current day's timestamp?,"<p>I am trying to select only today's records from a database table.</p>

<p>Currently I use</p>

<pre><code>SELECT * FROM `table` WHERE (`timestamp` &gt; DATE_SUB(now(), INTERVAL 1 DAY));
</code></pre>

<p>But this takes results for the last 24 hours, and I need it to only select results from today, ignoring the time. How can I select results based on the date only ?</p>
",14769026,3,2,"['mysql', 'sql']",row day timestamp,today record database table result hour result today time result date,3,11,row day timestamp today record database table result hour result today time result date
30923,CURRENT_TIMESTAMP in milliseconds,"<p>Is there any way to get milliseconds out of a timestamp in <code>MySql</code> or <code>PostgreSql</code> (or others just out of curiosity)?</p>

<pre><code>SELECT CURRENT_TIMESTAMP
--&gt; 2012-03-08 20:12:06.032572
</code></pre>

<p>Is there anything like this:</p>

<pre><code>SELECT CURRENT_MILLISEC
--&gt; 1331255526000
</code></pre>

<p>or the only alternative is to use the <code>DATEDIFF</code> from the <code>era</code>?</p>
",9624284,5,2,"['mysql', 'sql']",millisecond,way millisecond timestamp other curiosity alternative,1,6,millisecond way millisecond timestamp other curiosity alternative
12759,"Static files in Flask - robot.txt, sitemap.xml (mod_wsgi)","<p>Is there any clever solution to store static files in Flask's application root directory.
robots.txt and sitemap.xml are expected to be found in /, so my idea was to create routes for them:</p>

<pre><code>@app.route('/sitemap.xml', methods=['GET'])
def sitemap():
  response = make_response(open('sitemap.xml').read())
  response.headers[""Content-type""] = ""text/plain""
  return response
</code></pre>

<p>There must be something more convenient :)</p>
",4239825,5,1,['python'],file flask robot txt sitemap xml mod_wsgi,solution file flask application root directory robot xml idea route,7,10,file flask robot txt sitemap xml mod_wsgi solution file flask application root directory robot xml idea route
2446,How to create an array if an array does not exist yet?,"<p>How do I create an array if it does not exist yet? In other words how to default a variable to an empty array?</p>
",1961528,1,1,['javascript'],array array,array word variable array,2,4,array array array word variable array
734,How to open generated pdf using jspdf in new window,"<p>I am using <strong>jspdf</strong> to generate a pdf file. Every thing is working fine. But how to open generated 
pdf in new tab or new window.</p>

<p>I am using </p>

<pre><code>doc.output('datauri');
</code></pre>

<p>Which is opening the pdf in same tab.</p>
",17739816,2,1,['javascript'],pdf jspdf window,jspdf pdf file thing pdf tab window pdf tab,3,9,pdf jspdf window jspdf pdf file thing pdf tab window pdf tab
26875,Why can't you use offsetof on non-POD structures in C++?,"<p>I was researching how to get the memory offset of a member to a class in C++ and came across this on <a href=""http://en.wikipedia.org/wiki/Offsetof"" rel=""noreferrer"">wikipedia:</a></p>

<blockquote>
  <p>In C++ code, you can not use offsetof to access members of structures or classes that are not Plain Old Data Structures.</p>
</blockquote>

<p>I tried it out and it seems to work fine. </p>

<pre><code>class Foo
{
private:
    int z;
    int func() {cout &lt;&lt; ""this is just filler"" &lt;&lt; endl; return 0;}

public: 
    int x;
    int y;
    Foo* f;

    bool returnTrue() { return false; }
};

int main()
{
    cout &lt;&lt; offsetof(Foo, x)  &lt;&lt; "" "" &lt;&lt; offsetof(Foo, y) &lt;&lt; "" "" &lt;&lt; offsetof(Foo, f);
    return 0;
}
</code></pre>

<p>I got a few warnings, but it compiled and when run it gave reasonable output:</p>

<pre><code>Laptop:test alex$ ./test
4 8 12
</code></pre>

<p>I think I'm either misunderstanding what a POD data structure is or I'm missing some other piece of the puzzle. I don't see what the problem is. </p>
",1129894,2,1,['c++'],use offsetof pod structure,memory offset member code offsetof member structure class datum structure warning output pod datum structure piece puzzle don problem,4,19,use offsetof pod structure memory offset member code offsetof member structure class datum structure warning output pod datum structure piece puzzle don problem
12481,Pip is not working for Python 3.10 on Ubuntu,"<p>I am new to using Ubuntu and Linux in general. I just attempted to update Python by using <code>sudo apt-get install python3.10</code>. When I run <code>python3.10 -m pip install &lt;library name&gt;</code> I always receive the following error:</p>
<pre><code>Traceback (most recent call last):
  File &quot;/usr/lib/python3.10/runpy.py&quot;, line 196, in _run_module_as_main
    return _run_code(code, main_globals, None,
  File &quot;/usr/lib/python3.10/runpy.py&quot;, line 86, in _run_code
    exec(code, run_globals)
  File &quot;/usr/lib/python3/dist-packages/pip/__main__.py&quot;, line 19, in &lt;module&gt;
    sys.exit(_main())
  File &quot;/usr/lib/python3/dist-packages/pip/_internal/cli/main.py&quot;, line 73, in main
    command = create_command(cmd_name, isolated=(&quot;--isolated&quot; in cmd_args))
  File &quot;/usr/lib/python3/dist-packages/pip/_internal/commands/__init__.py&quot;, line 96, in create_command
    module = importlib.import_module(module_path)
  File &quot;/usr/lib/python3.10/importlib/__init__.py&quot;, line 126, in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
  File &quot;&lt;frozen importlib._bootstrap&gt;&quot;, line 1050, in _gcd_import
  File &quot;&lt;frozen importlib._bootstrap&gt;&quot;, line 1027, in _find_and_load
  File &quot;&lt;frozen importlib._bootstrap&gt;&quot;, line 1006, in _find_and_load_unlocked
  File &quot;&lt;frozen importlib._bootstrap&gt;&quot;, line 688, in _load_unlocked
  File &quot;&lt;frozen importlib._bootstrap_external&gt;&quot;, line 883, in exec_module
  File &quot;&lt;frozen importlib._bootstrap&gt;&quot;, line 241, in _call_with_frames_removed
  File &quot;/usr/lib/python3/dist-packages/pip/_internal/commands/install.py&quot;, line 24, in &lt;module&gt;
    from pip._internal.cli.req_command import RequirementCommand
  File &quot;/usr/lib/python3/dist-packages/pip/_internal/cli/req_command.py&quot;, line 15, in &lt;module&gt;
    from pip._internal.index.package_finder import PackageFinder
  File &quot;/usr/lib/python3/dist-packages/pip/_internal/index/package_finder.py&quot;, line 21, in &lt;module&gt;
    from pip._internal.index.collector import parse_links
  File &quot;/usr/lib/python3/dist-packages/pip/_internal/index/collector.py&quot;, line 12, in &lt;module&gt;
    from pip._vendor import html5lib, requests
ImportError: cannot import name 'html5lib' from 'pip._vendor' (/usr/lib/python3/dist-packages/pip/_vendor/__init__.py)```
</code></pre>
<p>I have tried doing sudo apt-get install python3.10-html5lib it downloaded something but it did not fix the error. How should I fix this error?</p>
",69503329,4,2,"['python', 'linux']",pip working python ubuntu,ubuntu linux python error install python html lib error error,4,10,pip working python ubuntu ubuntu linux python error install python html lib error error
33890,"How to fix: error: '<filename>' does not have a commit checked out fatal: adding files failed when inputting ""git add ."" in command prompt","<p>I'm trying to add a ruby rails file to my repository in gitlab but it somehow wouldn't allow me to add the file saying that my file does not have commit checked out.</p>
<p>I've tried git pull, making the the file again and git adding but still wont work</p>
<pre><code>error: '172069/08_lab_routes_controllers_views_172069_172188-Copy/adventure_game/' does not have a commit checked out
fatal: adding files failed
</code></pre>
",56873278,4,2,"['ruby-on-rails', 'git']",error filename commit file git command prompt,ruby rail file repository gitlab wouldn file file commit git file git adding,7,13,error filename commit file git command prompt ruby rail file repository gitlab wouldn file file commit git file git adding
29444,Is it possible to keep the width of the parent element when position: fixed is applied?,"<p>When we apply <code>position:fixed</code> to an element, it's taken <a href=""http://quirksmode.org/css/css2/position.html#link7"" rel=""noreferrer"">out of the normal flow</a> of the document, therefore it doesn't respect it's parent's element width.
Are there ways to make it inherit it's parent's width <strong>if this is declared as a percentage</strong> ? (working use case below)</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""true"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>let widthis = $('.box').width();
$('.dimensions').text(`width is ${widthis}`);

$('button').on('click', function() {
  $('.box').toggleClass('fixed');
  let widthis = $('.box').width();
  $('.dimensions').text(`width is ${widthis}`);
});</code></pre>
<pre class=""snippet-code-css lang-css prettyprint-override""><code>.container {
  max-width: 500px;
  height: 1000px;
}

.box {
  background-color: lightgreen;
}

.fixed {
  position: fixed;
}

.col-1 {
  border: 1px solid red;
  float: left;
  width: 29%;
}

.col-2 {
  border: 1px solid pink;
  float: left;
  width: 69%;
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;link href=""https://cdnjs.cloudflare.com/ajax/libs/meyer-reset/2.0/reset.css"" rel=""stylesheet""/&gt;
&lt;script src=""https://ajax.googleapis.com/ajax/libs/jquery/2.1.1/jquery.min.js""&gt;&lt;/script&gt;
&lt;button&gt;Click this to toggle position fixed for the left column&lt;/button&gt;
&lt;div class=""container""&gt;
  &lt;div class=""col-1""&gt;
    &lt;div class=""box""&gt;
      fixed content&lt;br&gt;
      &lt;span class=""dimensions""&gt;&lt;/span&gt;
    &lt;/div&gt;
    &lt;/div&gt;
  
  &lt;div class=""col-2""&gt;
    some other content
    &lt;/div&gt;
  &lt;/div&gt;</code></pre>
</div>
</div>
</p>
",16018520,3,1,['css'],parent element position,element document respect parent element width way parent percentage use case,3,11,parent element position element document respect parent element width way parent percentage use case
25196,Incorrect datetime value Database Error Number: 1292,"<p><strong>Incorrect datetime value 0000-00-00 00:00:00 +0000 Database Error Number: 1292</strong></p>

<p>Hi Everyone I'm having a problem a with a server upgrade done by my hosting company and I'm trying to understand what is occurring so i can fix the problem</p>

<p>My sever has recently been upgraded to Server version: 5.6.17 and I'm getting errors all over the place saying my datetime value is incorrect?</p>

<p>It seem to be add +0000 to the end of the datetime but I'm not sure why. This used to work perfectly fine on 5.5 but a recent upgrade has affected how my timestamps work</p>

<pre><code>Error Number: 1292

Incorrect datetime value: '2014-04-02 08:49:43 +0000' for column 'created' at row 1

INSERT INTO `activitylog` (`tablename`, `row`, `user_id`, `description`, `action`, `private`,`created`) VALUES ('user', '1', '1', 'People', 'Updated', 0, '2014-04-02 08:49:43 +0000')
</code></pre>

<p>If I modify this sql query without +0000 it works?</p>

<p>It affects anything that is a type of DATETIME on my table.</p>

<p>Has anyone else had a similar problem and now what the solution is to get this to work. At the moment I'm thing I will have to change all my PHP functions to echo the Date/Time rather than me calling NOW() on the query string</p>
",22806870,4,2,"['php', 'mysql']",value database error number,value database error number problem server upgrade company sever version error place value end datetime upgrade timestamp query type datetime table problem solution moment thing php function date time query string,4,31,value database error number value database error number problem server upgrade company sever version error place value end datetime upgrade timestamp query type datetime table problem solution moment thing php function date time query string
24085,Overflow: hidden with border radius not working on Safari,"<p>I have to make a button with a <code>::before</code> hidden which shows on <code>:hover</code>. This animation is working great on Chrome, IE and Firefox, but i have a weird issue on <strong>Safari.</strong></p>

<p>Overflow:hidden is working but without the border radius.</p>

<p>You should run the fiddle in safari to see this issue.</p>

<p>Thanks !</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-css lang-css prettyprint-override""><code>.btn{
  border-radius: 3rem;
  cursor: pointer;
  display: inline-block;
  font-size: 15px;
  font-weight: 400;
  font-family: arial;
  overflow: hidden;
  position: relative;
  padding: 0.8rem 2.5rem;
  text-decoration: none;
  }

.btn-primary{
  background-color: blue;
  border-color: blue;
  color: white;
}

.btn-primary::before{
  background-color: deeppink;
  border-radius: 50%;
  content: '';
  color: white;
  height: 100%;
  left: 100%;
  margin: 0;
  position: absolute;
  top: 0;
  transform-origin: 100% 50%;
  transform: scale3d(1, 1.4, 1);
  transition: all 300ms cubic-bezier(0.7,0,0.9,1);
  width: 20%;
}

.btn-primary:hover::before{
  transform: scale3d(1, 5, 1);
  width: 110%;
  left: -2%;
  z-index: 0;
}

.btn-primary span{
  position: relative;
  z-index: 1;
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;a href=""#"" class=""btn btn-primary""&gt;
  &lt;span&gt;Button primary&lt;/span&gt;
&lt;/a&gt;</code></pre>
</div>
</div>
</p>
",49066011,2,2,"['html', 'css']",border radius safari,button animation chrome ie issue overflow border radius fiddle safari issue thank,3,12,border radius safari button animation chrome ie issue overflow border radius fiddle safari issue thank
10246,Is there a Python equivalent of range(n) for multidimensional ranges?,"<p>On Python, range(3) will return [0,1,2]. Is there an equivalent for multidimensional ranges?</p>

<pre><code>range((3,2)) # [(0,0),(0,1),(1,0),(1,1),(2,0),(2,1)]
</code></pre>

<p>So, for example, looping though the tiles of a rectangular area on a tile-based game could be written as:</p>

<pre><code>for x,y in range((3,2)):
</code></pre>

<p>Note I'm not asking for an implementation. I would like to know if this is a recognized pattern and if there is a built-in function on Python or it's standard/common libraries.</p>
",10093293,4,1,['python'],python range range,python range equivalent range example tile area tile game note implementation pattern function python library,3,15,python range range python range equivalent range example tile area tile game note implementation pattern function python library
14995,Get only email address from contact list Android,"<p>I want to display only those contact names whose email address is present. Otherwise that contact name should not be displayed in List. How can I do this? Can anybody please help me?</p>
",10117049,1,1,['android'],email address contact list android,contact name email address contact name list,5,7,email address contact list android contact name email address contact name list
37321,How do I validate a date in rails?,"<p>I want to validate a date in my model in Ruby on Rails, however, the day, month and year values are already converted into an incorrect date by the time they reach my model.</p>

<p>For example, if I enter February 31st 2009 in my view, when I use <code>Model.new(params[:model])</code> in my controller, it converts it to ""March 3rd 2009"", which my model then sees as a valid date, which it is, but it is incorrect.</p>

<p>I would like to be able to do this validation in my model. Is there any way that I can, or am I going about this completely wrong?</p>

<p>I found this ""<a href=""http://www.ruby-forum.com/topic/53191"" rel=""noreferrer"">Date validation</a>"" that discusses the problem but it never was resolved.</p>
",597328,4,1,['ruby-on-rails'],validate date rail,date model ruby rail day month year value date time model example february st view controller march rd model date validation model way problem,3,24,validate date rail date model ruby rail day month year value date time model example february st view controller march rd model date validation model way problem
1538,Javascript array sort and unique,"<p>I have a JavaScript array like this:</p>

<pre><code>var myData=['237','124','255','124','366','255'];
</code></pre>

<p>I need the array elements to be unique and sorted:</p>

<pre><code>myData[0]='124';
myData[1]='237';
myData[2]='255';
myData[3]='366';
</code></pre>

<p>Even though the members of array <strong>look like integers</strong>, they're <strong>not integers</strong>, since I have already converted each to be string:</p>

<pre><code>var myData[0]=num.toString();
//...and so on.
</code></pre>

<p>Is there any way to do all of these tasks in JavaScript?</p>
",4833651,4,2,"['javascript', 'arrays']",javascript array sort,array array element member array integer integer string way task javascript,3,11,javascript array sort array array element member array integer integer string way task javascript
37783,Windows CHMOD 600,"<p>I'm trying to connect to Amazon EC2 using OpenSSH in windows but I need to set the permissions of my key file.</p>

<p>What is the windows equivalent of <code>CHMOD 600</code>?</p>

<p>I've googled extensively and found only blogspam.</p>

<p>EDIT: Windows 7, using DOS.</p>
",5264595,4,1,['windows'],windows chmod,amazon ec openssh window permission file window edit window do,2,10,windows chmod amazon ec openssh window permission file window edit window do
5044,Android timer updating a textview (UI),"<p>I'm using a timer to create a stop watch. The timer works by increasing a integer value. I want to then display this value in the activity by constantly updating a textview. </p>

<p>Here's my code from the service where I try and update the activity's textview: </p>

<pre><code>protected static void startTimer() {
    isTimerRunning = true; 
    timer.scheduleAtFixedRate(new TimerTask() {
        public void run() {
            elapsedTime += 1; //increase every sec
            StopWatch.time.setText(formatIntoHHMMSS(elapsedTime)); //this is the textview
        }
    }, 0, 1000);
}
</code></pre>

<p>I got some kind of error about updating the UI in the wrong thread. </p>

<p>How can I adapt my code to accomplish this task of constantly updating the textview? </p>
",6700802,3,2,"['java', 'android']",timer textview ui,timer stop timer value value activity textview code service activity textview kind error ui thread code task textview,3,18,timer textview ui timer stop timer value value activity textview code service activity textview kind error ui thread code task textview
4194,External template in Underscore,"<p>I use <a href=""http://documentcloud.github.com/underscore/#template"" rel=""noreferrer"">Underscore template</a>. It is possible to attach a <strong>external file as template</strong>?</p>

<p>In Backbone View I have:</p>

<pre><code> textTemplate: _.template( $('#practice-text-template').html() ),

 initialize: function(){                                            
  this.words = new WordList;            
  this.index = 0;
  this.render();
 },
</code></pre>

<p>In my html is:</p>

<pre><code>&lt;script id=""practice-text-template"" type=""text/template""&gt;
   &lt;h3&gt;something code&lt;/h3&gt;
&lt;/script&gt;
</code></pre>

<p>It works well. But <strong>I need external template</strong>.
I try:</p>

<pre><code>&lt;script id=""practice-text-template"" type=""text/template"" src=""templates/tmp.js""&gt;
</code></pre>

<p>or</p>

<pre><code>textTemplate: _.template( $('#practice-text-template').load('templates/tmp.js') ),
</code></pre>

<p>or </p>

<pre><code>$('#practice-text-template').load('templates/tmp.js', function(data){ this.textTemplate = _.template( data ) })
</code></pre>

<p>but it did not work.</p>
",8366733,3,1,['javascript'],template underscore,file template backbone view html template oror,2,7,template underscore file template backbone view html template oror
30483,How to query a CLOB column in Oracle,"<p>I'm trying to run a query that has a few columns that are a CLOB datatype. If i run the query like normal, all of those fields just have <code>(CLOB)</code> as the value.</p>

<p>I tried using <code>DBMS_LOB.substr(column</code>) and i get the error </p>

<pre><code>ORA-06502: PL/SQL: numeric or value error: character string buffer too small
</code></pre>

<p>How can i query the CLOB column?</p>
",3790379,5,1,['sql'],query clob column oracle,query column clob datatype query field value error clob column,4,10,query clob column oracle query column clob datatype query field value error clob column
2201,How to get all of the IDs with jQuery?,"<p>I am trying to gather a list (array) of ids in a sector</p>

<pre><code>&lt;div id=""mydiv""&gt;
 &lt;span id='span1'&gt;
 &lt;span id='span2'&gt;
&lt;/div&gt;

$(""#mydiv"").find(""span""); 
</code></pre>

<p>gives me a jQuery object, but not a real array;</p>

<p>I can do </p>

<pre><code>var array = jQuery.makeArray($(""#mydiv"").find(""span""));
</code></pre>

<p>and then use a for loop to put the id attributes into another array</p>

<p>or I can do</p>

<pre><code>$(""#mydiv"").find(""span"").each(function(){}); //but i cannot really get the id and assign it to an array that is not with in the scope?(or can I)
</code></pre>

<p>Anyhow, I just wanna see if there is a shorthand in jQuery to do that;</p>
",827294,2,2,"['javascript', 'jquery']",ids jquery,list array ids sectorgive jquery object array loop i d attribute arrayor wanna shorthand jquery,2,16,ids jquery list array ids sectorgive jquery object array loop i d attribute arrayor wanna shorthand jquery
23704,How to embed a PDF?,"<p>I am trying to embed a PDF in an HTML document, but this seems to work only with Chrome. Other browsers appear to either require plugins or require a user to click a link which is not what I want. Here is what I have tried:</p>

<pre><code>&lt;object data=""pdfFiles/interfaces.pdf"" type=""application/pdf""&gt;
    &lt;embed src="" pdfFiles/interfaces.pdf"" type=""application/pdf""&gt;&amp;nbsp;&lt;/embed&gt;
                    alt :&lt;a href=""pdfFiles/interfaces.pdf""&gt;
&lt;/object&gt;
</code></pre>
",14690000,2,1,['html'],embed,pdf html document browser plugin user link,1,7,embed pdf html document browser plugin user link
2987,How to loop over object properties with ngFor in Angular,"<p>this is post is about an interesting problem I found at work.</p>

<p>If you don’t know it yet. I’m talking about Angular 2+</p>

<p><strong>The problem</strong></p>

<p>So you want to display the markup for a list, the values for this list come from the back end and for some reason instead of a good old array of objects you receive something like this.</p>

<pre><code>    { 
  ""car"" : 
    { 
       ""color"" : ""red"",
       ""model"" : ""2013""
    },
   ""motorcycle"": 
    { 
       ""color"" : ""red"",
       ""model"" : ""2016""
    },
   ""bicycle"": 
    { 
       ""color"" : ""red"",
       ""model"" : ""2011""
    }
}
</code></pre>

<p>Then you try to use *ngFor but a wild error message appears:</p>

<pre><code>Cannot find a differ supporting object '[object Object]' of type 'object'. NgFor only supports binding to Iterables such as Arrays.
</code></pre>

<p>You might fix it in the back end so you get an array of objects, but ain’t no body got time for that. Don’t you worry child, I’ve got us.</p>
",45819123,4,1,['javascript'],loop object property,post problem work problemso markup list value list end reason array object ngfor error message end array object ain body time don child,3,23,loop object property post problem work problemso markup list value list end reason array object ngfor error message end array object ain body time don child
26965,Visual Studio 2013 fatal error C1041 /FS,"<p>I'm using Visual Studio 2013. Every so often by project refuses to compile. If I undo any changes, it still won't compile. I've found that recreating the entire project works. I would like to actually fix the problem though. The error that I'm getting is:</p>

<pre><code>1&gt;Critic.cpp : fatal error C1041: cannot open program database 'c:\users\username\desktop\projectName\projectName\x64\debug\vc120.pdb'; if multiple CL.EXE write to the same .PDB file, please use /FS
</code></pre>

<p>I've tried following these instructions to no avail: <a href=""http://msdn.microsoft.com/en-us/library/dn502518.aspx"" rel=""noreferrer"">http://msdn.microsoft.com/en-us/library/dn502518.aspx</a></p>

<p>Has anyone else encountered this and found a fix?</p>
",20643370,3,1,['c++'],studio error,studio project change compile project problem error instruction avail fix,2,10,studio error studio project change compile project problem error instruction avail fix
